gfid,datenum,date,ndvi
54001,97,2021-01-25,0.741
54001,98,2021-01-26,0.748
54001,99,2021-01-27,0.756
54001,100,2021-01-28,0.764
54001,101,2021-01-29,0.773
54001,102,2021-01-30,0.782
54001,103,2021-01-31,0.791
54001,104,2021-02-01,0.8
54001,105,2021-02-02,0.809
54001,106,2021-02-03,0.818
54001,107,2021-02-04,0.826
54001,108,2021-02-05,0.834
54001,109,2021-02-06,0.841
54001,110,2021-02-07,0.847
54001,111,2021-02-08,0.853
54001,112,2021-02-09,0.858
54001,113,2021-02-10,0.863
54001,114,2021-02-11,0.866
54001,115,2021-02-12,0.869
54001,116,2021-02-13,0.871
54001,117,2021-02-14,0.873
54001,118,2021-02-15,0.874
54001,119,2021-02-16,0.874
54001,120,2021-02-17,0.874
54001,121,2021-02-18,0.874
54001,122,2021-02-19,0.873
54001,123,2021-02-20,0.873
54001,124,2021-02-21,0.873
54001,125,2021-02-22,0.873
54001,126,2021-02-23,0.874
54001,127,2021-02-24,0.874
54001,128,2021-02-25,0.875
54001,129,2021-02-26,0.875
54001,130,2021-02-27,0.876
54001,131,2021-02-28,0.877
54001,132,2021-03-01,0.878
54001,133,2021-03-02,0.878
54001,134,2021-03-03,0.878
54001,135,2021-03-04,0.877
54001,136,2021-03-05,0.876
54001,137,2021-03-06,0.874
54001,138,2021-03-07,0.872
54001,139,2021-03-08,0.87
54001,140,2021-03-09,0.867
54001,141,2021-03-10,0.864
54001,142,2021-03-11,0.861
54001,143,2021-03-12,0.857
54001,144,2021-03-13,0.853
54001,145,2021-03-14,0.848
54001,146,2021-03-15,0.842
54001,147,2021-03-16,0.834
54001,148,2021-03-17,0.823
54001,149,2021-03-18,0.807
54001,150,2021-03-19,0.785
54001,151,2021-03-20,0.758
54001,152,2021-03-21,0.725
54001,153,2021-03-22,0.687
54001,154,2021-03-23,0.645
54001,155,2021-03-24,0.599
54001,156,2021-03-25,0.553
54001,157,2021-03-26,0.506
54001,158,2021-03-27,0.46
54001,159,2021-03-28,0.418
54001,160,2021-03-29,0.38
54001,161,2021-03-30,0.347
54001,162,2021-03-31,0.32
54001,163,2021-04-01,0.298
54001,164,2021-04-02,0.28
54001,165,2021-04-03,0.267
54001,166,2021-04-04,0.257
54001,167,2021-04-05,0.25
54001,168,2021-04-06,0.244
54001,169,2021-04-07,0.241
54001,170,2021-04-08,0.239
54001,171,2021-04-09,0.238
54002,0,2020-10-20,0.407
54002,1,2020-10-21,0.391
54002,2,2020-10-22,0.373
54002,3,2020-10-23,0.353
54002,4,2020-10-24,0.333
54002,5,2020-10-25,0.312
54002,6,2020-10-26,0.291
54002,7,2020-10-27,0.27
54002,8,2020-10-28,0.249
54002,9,2020-10-29,0.229
54002,10,2020-10-30,0.21
54002,11,2020-10-31,0.192
54002,12,2020-11-01,0.177
54002,13,2020-11-02,0.164
54002,14,2020-11-03,0.154
54002,15,2020-11-04,0.146
54002,16,2020-11-05,0.141
54002,17,2020-11-06,0.138
54002,18,2020-11-07,0.136
54002,19,2020-11-08,0.136
54002,20,2020-11-09,0.138
54002,21,2020-11-10,0.141
54002,22,2020-11-11,0.145
54002,23,2020-11-12,0.149
54002,24,2020-11-13,0.152
54002,25,2020-11-14,0.156
54002,26,2020-11-15,0.159
54002,27,2020-11-16,0.162
54002,28,2020-11-17,0.166
54002,29,2020-11-18,0.169
54002,30,2020-11-19,0.173
54002,31,2020-11-20,0.177
54002,32,2020-11-21,0.181
54002,33,2020-11-22,0.186
54002,34,2020-11-23,0.192
54002,35,2020-11-24,0.198
54002,36,2020-11-25,0.204
54002,37,2020-11-26,0.211
54002,38,2020-11-27,0.22
54002,39,2020-11-28,0.23
54002,40,2020-11-29,0.241
54002,41,2020-11-30,0.255
54002,42,2020-12-01,0.27
54002,43,2020-12-02,0.288
54002,44,2020-12-03,0.306
54002,45,2020-12-04,0.326
54002,46,2020-12-05,0.347
54002,47,2020-12-06,0.369
54002,48,2020-12-07,0.391
54002,49,2020-12-08,0.412
54002,50,2020-12-09,0.433
54002,51,2020-12-10,0.454
54002,52,2020-12-11,0.472
54002,53,2020-12-12,0.49
54002,54,2020-12-13,0.506
54002,55,2020-12-14,0.521
54002,56,2020-12-15,0.535
54002,57,2020-12-16,0.548
54002,58,2020-12-17,0.559
54002,59,2020-12-18,0.57
54002,60,2020-12-19,0.58
54002,61,2020-12-20,0.588
54002,62,2020-12-21,0.596
54002,63,2020-12-22,0.601
54002,64,2020-12-23,0.606
54002,65,2020-12-24,0.609
54002,66,2020-12-25,0.611
54002,67,2020-12-26,0.612
54002,68,2020-12-27,0.613
54002,69,2020-12-28,0.612
54002,70,2020-12-29,0.611
54002,71,2020-12-30,0.609
54002,72,2020-12-31,0.607
54002,73,2021-01-01,0.606
54002,74,2021-01-02,0.604
54002,75,2021-01-03,0.603
54002,76,2021-01-04,0.602
54002,77,2021-01-05,0.602
54002,78,2021-01-06,0.602
54002,79,2021-01-07,0.602
54002,80,2021-01-08,0.603
54002,81,2021-01-09,0.604
54002,82,2021-01-10,0.606
54002,83,2021-01-11,0.607
54002,84,2021-01-12,0.609
54002,85,2021-01-13,0.612
54002,86,2021-01-14,0.614
54002,87,2021-01-15,0.617
54002,88,2021-01-16,0.62
54002,89,2021-01-17,0.623
54002,90,2021-01-18,0.627
54002,91,2021-01-19,0.631
54002,92,2021-01-20,0.636
54002,93,2021-01-21,0.642
54002,94,2021-01-22,0.648
54002,95,2021-01-23,0.656
54002,96,2021-01-24,0.664
54002,97,2021-01-25,0.672
54002,98,2021-01-26,0.682
54002,99,2021-01-27,0.692
54002,100,2021-01-28,0.702
54002,101,2021-01-29,0.713
54002,102,2021-01-30,0.724
54002,103,2021-01-31,0.736
54002,104,2021-02-01,0.749
54002,105,2021-02-02,0.762
54002,106,2021-02-03,0.774
54002,107,2021-02-04,0.785
54002,108,2021-02-05,0.796
54002,109,2021-02-06,0.806
54002,110,2021-02-07,0.814
54002,111,2021-02-08,0.822
54002,112,2021-02-09,0.829
54002,113,2021-02-10,0.835
54002,114,2021-02-11,0.839
54002,115,2021-02-12,0.842
54002,116,2021-02-13,0.844
54002,117,2021-02-14,0.845
54002,118,2021-02-15,0.846
54002,119,2021-02-16,0.846
54002,120,2021-02-17,0.846
54002,121,2021-02-18,0.847
54002,122,2021-02-19,0.846
54002,123,2021-02-20,0.846
54002,124,2021-02-21,0.846
54002,125,2021-02-22,0.846
54002,126,2021-02-23,0.846
54002,127,2021-02-24,0.846
54002,128,2021-02-25,0.846
54002,129,2021-02-26,0.846
54002,130,2021-02-27,0.847
54002,131,2021-02-28,0.847
54002,132,2021-03-01,0.846
54002,133,2021-03-02,0.846
54002,134,2021-03-03,0.845
54002,135,2021-03-04,0.844
54002,136,2021-03-05,0.843
54002,137,2021-03-06,0.84
54002,138,2021-03-07,0.838
54002,139,2021-03-08,0.835
54002,140,2021-03-09,0.831
54002,141,2021-03-10,0.827
54002,142,2021-03-11,0.822
54002,143,2021-03-12,0.816
54002,144,2021-03-13,0.808
54002,145,2021-03-14,0.799
54002,146,2021-03-15,0.789
54002,147,2021-03-16,0.776
54002,148,2021-03-17,0.76
54002,149,2021-03-18,0.74
54002,150,2021-03-19,0.716
54002,151,2021-03-20,0.688
54002,152,2021-03-21,0.655
54002,153,2021-03-22,0.618
54002,154,2021-03-23,0.579
54002,155,2021-03-24,0.538
54002,156,2021-03-25,0.498
54002,157,2021-03-26,0.458
54002,158,2021-03-27,0.42
54002,159,2021-03-28,0.386
54002,160,2021-03-29,0.356
54002,161,2021-03-30,0.329
54002,162,2021-03-31,0.307
54002,163,2021-04-01,0.29
54002,164,2021-04-02,0.275
54002,165,2021-04-03,0.264
54002,166,2021-04-04,0.255
54002,167,2021-04-05,0.247
54002,168,2021-04-06,0.239
54002,169,2021-04-07,0.231
54002,170,2021-04-08,0.222
54002,171,2021-04-09,0.214
54002,172,2021-04-10,0.205
54002,173,2021-04-11,0.197
54002,174,2021-04-12,0.19
54002,175,2021-04-13,0.183
54002,176,2021-04-14,0.177
54002,177,2021-04-15,0.171
54002,178,2021-04-16,0.166
54002,179,2021-04-17,0.162
54002,180,2021-04-18,0.158
54002,181,2021-04-19,0.155
54002,182,2021-04-20,0.152
54002,183,2021-04-21,0.151
54002,184,2021-04-22,0.149
54002,185,2021-04-23,0.148
54002,186,2021-04-24,0.147
54002,187,2021-04-25,0.147
54002,188,2021-04-26,0.146
54002,189,2021-04-27,0.146
54002,190,2021-04-28,0.145
54002,191,2021-04-29,0.145
54002,192,2021-04-30,0.145
54002,193,2021-05-01,0.145
54002,194,2021-05-02,0.145
54002,195,2021-05-03,0.145
54002,196,2021-05-04,0.145
54002,197,2021-05-05,0.145
54002,198,2021-05-06,0.145
54002,199,2021-05-07,0.145
54002,200,2021-05-08,0.145
54002,201,2021-05-09,0.145
54003,0,2020-10-20,0.173
54003,1,2020-10-21,0.174
54003,2,2020-10-22,0.175
54003,3,2020-10-23,0.176
54003,4,2020-10-24,0.178
54003,5,2020-10-25,0.179
54003,6,2020-10-26,0.18
54003,7,2020-10-27,0.182
54003,8,2020-10-28,0.187
54003,9,2020-10-29,0.195
54003,10,2020-10-30,0.205
54003,11,2020-10-31,0.219
54003,12,2020-11-01,0.235
54003,13,2020-11-02,0.253
54003,14,2020-11-03,0.274
54003,15,2020-11-04,0.296
54003,16,2020-11-05,0.321
54003,17,2020-11-06,0.349
54003,18,2020-11-07,0.378
54003,19,2020-11-08,0.41
54003,20,2020-11-09,0.442
54003,21,2020-11-10,0.474
54003,22,2020-11-11,0.507
54003,23,2020-11-12,0.541
54003,24,2020-11-13,0.575
54003,25,2020-11-14,0.609
54003,26,2020-11-15,0.641
54003,27,2020-11-16,0.671
54003,28,2020-11-17,0.698
54003,29,2020-11-18,0.721
54003,30,2020-11-19,0.741
54003,31,2020-11-20,0.757
54003,32,2020-11-21,0.769
54003,33,2020-11-22,0.778
54003,34,2020-11-23,0.783
54003,35,2020-11-24,0.786
54003,36,2020-11-25,0.788
54003,37,2020-11-26,0.789
54003,38,2020-11-27,0.79
54003,39,2020-11-28,0.791
54003,40,2020-11-29,0.792
54003,41,2020-11-30,0.793
54003,42,2020-12-01,0.794
54003,43,2020-12-02,0.795
54003,44,2020-12-03,0.797
54003,45,2020-12-04,0.798
54003,46,2020-12-05,0.8
54003,47,2020-12-06,0.801
54003,48,2020-12-07,0.803
54003,49,2020-12-08,0.804
54003,50,2020-12-09,0.805
54003,51,2020-12-10,0.806
54003,52,2020-12-11,0.807
54003,53,2020-12-12,0.807
54003,54,2020-12-13,0.807
54003,55,2020-12-14,0.807
54003,56,2020-12-15,0.807
54003,57,2020-12-16,0.807
54003,58,2020-12-17,0.807
54003,59,2020-12-18,0.806
54003,60,2020-12-19,0.806
54003,61,2020-12-20,0.806
54003,62,2020-12-21,0.805
54003,63,2020-12-22,0.803
54003,64,2020-12-23,0.801
54003,65,2020-12-24,0.798
54003,66,2020-12-25,0.793
54003,67,2020-12-26,0.787
54003,68,2020-12-27,0.78
54003,69,2020-12-28,0.771
54003,70,2020-12-29,0.762
54003,71,2020-12-30,0.751
54003,72,2020-12-31,0.74
54003,73,2021-01-01,0.729
54003,74,2021-01-02,0.718
54003,75,2021-01-03,0.708
54003,76,2021-01-04,0.698
54003,77,2021-01-05,0.689
54003,78,2021-01-06,0.681
54003,79,2021-01-07,0.674
54003,80,2021-01-08,0.668
54003,81,2021-01-09,0.663
54003,82,2021-01-10,0.657
54003,83,2021-01-11,0.652
54003,84,2021-01-12,0.647
54003,85,2021-01-13,0.642
54003,86,2021-01-14,0.637
54003,87,2021-01-15,0.632
54003,88,2021-01-16,0.625
54003,89,2021-01-17,0.618
54003,90,2021-01-18,0.61
54003,91,2021-01-19,0.601
54003,92,2021-01-20,0.591
54003,93,2021-01-21,0.579
54003,94,2021-01-22,0.567
54003,95,2021-01-23,0.552
54003,96,2021-01-24,0.537
54003,97,2021-01-25,0.521
54003,98,2021-01-26,0.504
54003,99,2021-01-27,0.486
54003,100,2021-01-28,0.469
54003,101,2021-01-29,0.451
54003,102,2021-01-30,0.433
54003,103,2021-01-31,0.417
54003,104,2021-02-01,0.401
54003,105,2021-02-02,0.387
54003,106,2021-02-03,0.374
54003,107,2021-02-04,0.363
54003,108,2021-02-05,0.354
54003,109,2021-02-06,0.346
54003,110,2021-02-07,0.34
54003,111,2021-02-08,0.336
54003,112,2021-02-09,0.333
54003,113,2021-02-10,0.332
54003,114,2021-02-11,0.331
54003,115,2021-02-12,0.332
54003,116,2021-02-13,0.333
54003,117,2021-02-14,0.334
54003,118,2021-02-15,0.336
54003,119,2021-02-16,0.338
54003,120,2021-02-17,0.341
54003,121,2021-02-18,0.344
54003,122,2021-02-19,0.348
54003,123,2021-02-20,0.354
54003,124,2021-02-21,0.36
54003,125,2021-02-22,0.367
54003,126,2021-02-23,0.374
54003,127,2021-02-24,0.38
54003,128,2021-02-25,0.383
54003,129,2021-02-26,0.383
54003,130,2021-02-27,0.38
54003,131,2021-02-28,0.375
54003,132,2021-03-01,0.369
54003,133,2021-03-02,0.362
54003,134,2021-03-03,0.353
54003,135,2021-03-04,0.343
54003,136,2021-03-05,0.332
54003,137,2021-03-06,0.32
54003,138,2021-03-07,0.309
54003,139,2021-03-08,0.3
54003,140,2021-03-09,0.294
54003,141,2021-03-10,0.29
54003,142,2021-03-11,0.287
54003,143,2021-03-12,0.285
54003,144,2021-03-13,0.282
54003,145,2021-03-14,0.279
54003,146,2021-03-15,0.276
54003,147,2021-03-16,0.273
54003,148,2021-03-17,0.27
54003,149,2021-03-18,0.267
54003,150,2021-03-19,0.263
54003,151,2021-03-20,0.26
54003,152,2021-03-21,0.257
54003,153,2021-03-22,0.254
54003,154,2021-03-23,0.251
54003,155,2021-03-24,0.248
54003,156,2021-03-25,0.246
54003,157,2021-03-26,0.244
54003,158,2021-03-27,0.244
54003,159,2021-03-28,0.247
54003,160,2021-03-29,0.253
54003,161,2021-03-30,0.261
54003,162,2021-03-31,0.271
54003,163,2021-04-01,0.284
54003,164,2021-04-02,0.3
54003,165,2021-04-03,0.317
54003,166,2021-04-04,0.334
54003,167,2021-04-05,0.352
54003,168,2021-04-06,0.367
54003,169,2021-04-07,0.379
54003,170,2021-04-08,0.388
54003,171,2021-04-09,0.393
54003,172,2021-04-10,0.397
54003,173,2021-04-11,0.4
54003,174,2021-04-12,0.401
54003,175,2021-04-13,0.401
54003,176,2021-04-14,0.4
54003,177,2021-04-15,0.398
54003,178,2021-04-16,0.395
54003,179,2021-04-17,0.391
54003,180,2021-04-18,0.386
54003,181,2021-04-19,0.38
54003,182,2021-04-20,0.371
54003,183,2021-04-21,0.36
54003,184,2021-04-22,0.346
54003,185,2021-04-23,0.329
54003,186,2021-04-24,0.311
54003,187,2021-04-25,0.293
54003,188,2021-04-26,0.275
54003,189,2021-04-27,0.258
54003,190,2021-04-28,0.244
54003,191,2021-04-29,0.233
54003,192,2021-04-30,0.225
54003,193,2021-05-01,0.219
54003,194,2021-05-02,0.217
54003,195,2021-05-03,0.217
54003,196,2021-05-04,0.218
54003,197,2021-05-05,0.221
54003,198,2021-05-06,0.225
54003,199,2021-05-07,0.231
54003,200,2021-05-08,0.238
54003,201,2021-05-09,0.246
54003,202,2021-05-10,0.253
54004,0,2020-10-20,0.188
54004,1,2020-10-21,0.201
54004,2,2020-10-22,0.215
54004,3,2020-10-23,0.229
54004,4,2020-10-24,0.243
54004,5,2020-10-25,0.258
54004,6,2020-10-26,0.272
54004,7,2020-10-27,0.287
54004,8,2020-10-28,0.303
54004,9,2020-10-29,0.32
54004,10,2020-10-30,0.339
54004,11,2020-10-31,0.359
54004,12,2020-11-01,0.381
54004,13,2020-11-02,0.404
54004,14,2020-11-03,0.429
54004,15,2020-11-04,0.454
54004,16,2020-11-05,0.481
54004,17,2020-11-06,0.507
54004,18,2020-11-07,0.535
54004,19,2020-11-08,0.562
54004,20,2020-11-09,0.589
54004,21,2020-11-10,0.616
54004,22,2020-11-11,0.642
54004,23,2020-11-12,0.667
54004,24,2020-11-13,0.69
54004,25,2020-11-14,0.712
54004,26,2020-11-15,0.731
54004,27,2020-11-16,0.749
54004,28,2020-11-17,0.764
54004,29,2020-11-18,0.776
54004,30,2020-11-19,0.786
54004,31,2020-11-20,0.793
54004,32,2020-11-21,0.798
54004,33,2020-11-22,0.8
54004,34,2020-11-23,0.8
54004,35,2020-11-24,0.799
54004,36,2020-11-25,0.796
54004,37,2020-11-26,0.793
54004,38,2020-11-27,0.789
54004,39,2020-11-28,0.785
54004,40,2020-11-29,0.781
54004,41,2020-11-30,0.777
54004,42,2020-12-01,0.774
54004,43,2020-12-02,0.773
54004,44,2020-12-03,0.773
54004,45,2020-12-04,0.775
54004,46,2020-12-05,0.778
54004,47,2020-12-06,0.781
54004,48,2020-12-07,0.784
54004,49,2020-12-08,0.787
54004,50,2020-12-09,0.791
54004,51,2020-12-10,0.794
54004,52,2020-12-11,0.798
54004,53,2020-12-12,0.8
54004,54,2020-12-13,0.801
54004,55,2020-12-14,0.801
54004,56,2020-12-15,0.799
54004,57,2020-12-16,0.796
54004,58,2020-12-17,0.793
54004,59,2020-12-18,0.79
54004,60,2020-12-19,0.788
54004,61,2020-12-20,0.785
54004,62,2020-12-21,0.783
54004,63,2020-12-22,0.779
54004,64,2020-12-23,0.776
54004,65,2020-12-24,0.771
54004,66,2020-12-25,0.765
54004,67,2020-12-26,0.759
54004,68,2020-12-27,0.75
54004,69,2020-12-28,0.741
54004,70,2020-12-29,0.73
54004,71,2020-12-30,0.718
54004,72,2020-12-31,0.704
54004,73,2021-01-01,0.69
54004,74,2021-01-02,0.675
54004,75,2021-01-03,0.66
54004,76,2021-01-04,0.644
54004,77,2021-01-05,0.628
54004,78,2021-01-06,0.612
54004,79,2021-01-07,0.596
54004,80,2021-01-08,0.58
54004,81,2021-01-09,0.563
54004,82,2021-01-10,0.546
54004,83,2021-01-11,0.529
54004,84,2021-01-12,0.511
54004,85,2021-01-13,0.493
54004,86,2021-01-14,0.475
54004,87,2021-01-15,0.456
54004,88,2021-01-16,0.438
54004,89,2021-01-17,0.419
54004,90,2021-01-18,0.401
54004,91,2021-01-19,0.382
54004,92,2021-01-20,0.364
54004,93,2021-01-21,0.346
54004,94,2021-01-22,0.329
54004,95,2021-01-23,0.311
54004,96,2021-01-24,0.295
54004,97,2021-01-25,0.279
54004,98,2021-01-26,0.263
54004,99,2021-01-27,0.249
54004,100,2021-01-28,0.235
54004,101,2021-01-29,0.222
54004,102,2021-01-30,0.21
54004,103,2021-01-31,0.198
54004,104,2021-02-01,0.188
54004,105,2021-02-02,0.18
54004,106,2021-02-03,0.172
54004,107,2021-02-04,0.166
54004,108,2021-02-05,0.161
54004,109,2021-02-06,0.158
54004,110,2021-02-07,0.158
54004,111,2021-02-08,0.16
54004,112,2021-02-09,0.164
54004,113,2021-02-10,0.17
54004,114,2021-02-11,0.179
54004,115,2021-02-12,0.19
54004,116,2021-02-13,0.203
54004,117,2021-02-14,0.219
54004,118,2021-02-15,0.237
54004,119,2021-02-16,0.258
54004,120,2021-02-17,0.281
54004,121,2021-02-18,0.307
54004,122,2021-02-19,0.336
54004,123,2021-02-20,0.369
54004,124,2021-02-21,0.406
54004,125,2021-02-22,0.445
54004,126,2021-02-23,0.484
54004,127,2021-02-24,0.521
54004,128,2021-02-25,0.555
54004,129,2021-02-26,0.587
54004,130,2021-02-27,0.616
54004,131,2021-02-28,0.641
54004,132,2021-03-01,0.664
54004,133,2021-03-02,0.686
54004,134,2021-03-03,0.707
54004,135,2021-03-04,0.727
54004,136,2021-03-05,0.744
54004,137,2021-03-06,0.761
54004,138,2021-03-07,0.777
54004,139,2021-03-08,0.794
54004,140,2021-03-09,0.811
54004,141,2021-03-10,0.828
54004,142,2021-03-11,0.846
54004,143,2021-03-12,0.862
54004,144,2021-03-13,0.874
54004,145,2021-03-14,0.882
54004,146,2021-03-15,0.886
54004,147,2021-03-16,0.889
54004,148,2021-03-17,0.89
54004,149,2021-03-18,0.891
54004,150,2021-03-19,0.891
54004,151,2021-03-20,0.891
54004,152,2021-03-21,0.89
54004,153,2021-03-22,0.888
54004,154,2021-03-23,0.886
54004,155,2021-03-24,0.883
54004,156,2021-03-25,0.879
54004,157,2021-03-26,0.874
54004,158,2021-03-27,0.869
54004,159,2021-03-28,0.863
54004,160,2021-03-29,0.857
54004,161,2021-03-30,0.85
54004,162,2021-03-31,0.842
54004,163,2021-04-01,0.835
54004,164,2021-04-02,0.828
54004,165,2021-04-03,0.82
54004,166,2021-04-04,0.811
54004,167,2021-04-05,0.8
54004,168,2021-04-06,0.784
54004,169,2021-04-07,0.761
54004,170,2021-04-08,0.732
54004,171,2021-04-09,0.701
54004,172,2021-04-10,0.667
54004,173,2021-04-11,0.633
54004,174,2021-04-12,0.597
54004,175,2021-04-13,0.561
54004,176,2021-04-14,0.524
54004,177,2021-04-15,0.486
54004,178,2021-04-16,0.451
54004,179,2021-04-17,0.419
54004,180,2021-04-18,0.393
54004,181,2021-04-19,0.372
54004,182,2021-04-20,0.354
54004,183,2021-04-21,0.337
54004,184,2021-04-22,0.321
54004,185,2021-04-23,0.305
54004,186,2021-04-24,0.29
54004,187,2021-04-25,0.276
54004,188,2021-04-26,0.262
54004,189,2021-04-27,0.25
54004,190,2021-04-28,0.239
54004,191,2021-04-29,0.229
54004,192,2021-04-30,0.221
54004,193,2021-05-01,0.213
54004,194,2021-05-02,0.206
54004,195,2021-05-03,0.201
54004,196,2021-05-04,0.196
54004,197,2021-05-05,0.193
54004,198,2021-05-06,0.19
54004,199,2021-05-07,0.188
54004,200,2021-05-08,0.187
54004,201,2021-05-09,0.187
54004,202,2021-05-10,0.187
54005,0,2020-10-20,0.463
54005,1,2020-10-21,0.477
54005,2,2020-10-22,0.489
54005,3,2020-10-23,0.5
54005,4,2020-10-24,0.51
54005,5,2020-10-25,0.518
54005,6,2020-10-26,0.525
54005,7,2020-10-27,0.532
54005,8,2020-10-28,0.539
54005,9,2020-10-29,0.547
54005,10,2020-10-30,0.554
54005,11,2020-10-31,0.563
54005,12,2020-11-01,0.571
54005,13,2020-11-02,0.579
54005,14,2020-11-03,0.587
54005,15,2020-11-04,0.595
54005,16,2020-11-05,0.602
54005,17,2020-11-06,0.61
54005,18,2020-11-07,0.619
54005,19,2020-11-08,0.628
54005,20,2020-11-09,0.638
54005,21,2020-11-10,0.649
54005,22,2020-11-11,0.662
54005,23,2020-11-12,0.676
54005,24,2020-11-13,0.692
54005,25,2020-11-14,0.708
54005,26,2020-11-15,0.724
54005,27,2020-11-16,0.739
54005,28,2020-11-17,0.753
54005,29,2020-11-18,0.764
54005,30,2020-11-19,0.771
54005,31,2020-11-20,0.775
54005,32,2020-11-21,0.775
54005,33,2020-11-22,0.771
54005,34,2020-11-23,0.764
54005,35,2020-11-24,0.754
54005,36,2020-11-25,0.742
54005,37,2020-11-26,0.73
54005,38,2020-11-27,0.718
54005,39,2020-11-28,0.706
54005,40,2020-11-29,0.695
54005,41,2020-11-30,0.686
54005,42,2020-12-01,0.678
54005,43,2020-12-02,0.671
54005,44,2020-12-03,0.666
54005,45,2020-12-04,0.662
54005,46,2020-12-05,0.659
54005,47,2020-12-06,0.656
54005,48,2020-12-07,0.652
54005,49,2020-12-08,0.647
54005,50,2020-12-09,0.641
54005,51,2020-12-10,0.633
54005,52,2020-12-11,0.624
54005,53,2020-12-12,0.614
54005,54,2020-12-13,0.602
54005,55,2020-12-14,0.589
54005,56,2020-12-15,0.576
54005,57,2020-12-16,0.562
54005,58,2020-12-17,0.548
54005,59,2020-12-18,0.535
54005,60,2020-12-19,0.522
54005,61,2020-12-20,0.51
54005,62,2020-12-21,0.5
54005,63,2020-12-22,0.49
54005,64,2020-12-23,0.482
54005,65,2020-12-24,0.474
54005,66,2020-12-25,0.468
54005,67,2020-12-26,0.461
54005,68,2020-12-27,0.455
54005,69,2020-12-28,0.449
54005,70,2020-12-29,0.443
54005,71,2020-12-30,0.437
54005,72,2020-12-31,0.432
54005,73,2021-01-01,0.426
54005,74,2021-01-02,0.421
54005,75,2021-01-03,0.416
54005,76,2021-01-04,0.412
54005,77,2021-01-05,0.407
54005,78,2021-01-06,0.403
54005,79,2021-01-07,0.399
54005,80,2021-01-08,0.395
54005,81,2021-01-09,0.392
54005,82,2021-01-10,0.389
54005,83,2021-01-11,0.386
54005,84,2021-01-12,0.384
54005,85,2021-01-13,0.382
54005,86,2021-01-14,0.38
54005,87,2021-01-15,0.378
54005,88,2021-01-16,0.377
54005,89,2021-01-17,0.377
54005,90,2021-01-18,0.377
54005,91,2021-01-19,0.377
54005,92,2021-01-20,0.379
