gfid,datenum,date,ndvi
72001,175,2021-04-13,0.12
72001,176,2021-04-14,0.118
72001,177,2021-04-15,0.117
72001,178,2021-04-16,0.117
72001,179,2021-04-17,0.116
72001,180,2021-04-18,0.116
72001,181,2021-04-19,0.116
72001,182,2021-04-20,0.117
72001,183,2021-04-21,0.118
72001,184,2021-04-22,0.119
72001,185,2021-04-23,0.121
72001,186,2021-04-24,0.122
72001,187,2021-04-25,0.124
72001,188,2021-04-26,0.126
72001,189,2021-04-27,0.128
72001,190,2021-04-28,0.13
72001,191,2021-04-29,0.132
72001,192,2021-04-30,0.133
72001,193,2021-05-01,0.133
72001,194,2021-05-02,0.132
72001,195,2021-05-03,0.13
72001,196,2021-05-04,0.127
72001,197,2021-05-05,0.125
72001,198,2021-05-06,0.123
72001,199,2021-05-07,0.121
72001,200,2021-05-08,0.12
72001,201,2021-05-09,0.119
72001,202,2021-05-10,0.118
72002,0,2020-10-20,0.248
72002,1,2020-10-21,0.245
72002,2,2020-10-22,0.242
72002,3,2020-10-23,0.239
72002,4,2020-10-24,0.238
72002,5,2020-10-25,0.237
72002,6,2020-10-26,0.237
72002,7,2020-10-27,0.237
72002,8,2020-10-28,0.238
72002,9,2020-10-29,0.239
72002,10,2020-10-30,0.24
72002,11,2020-10-31,0.242
72002,12,2020-11-01,0.243
72002,13,2020-11-02,0.245
72002,14,2020-11-03,0.246
72002,15,2020-11-04,0.246
72002,16,2020-11-05,0.246
72002,17,2020-11-06,0.246
72002,18,2020-11-07,0.245
72002,19,2020-11-08,0.244
72002,20,2020-11-09,0.243
72002,21,2020-11-10,0.241
72002,22,2020-11-11,0.24
72002,23,2020-11-12,0.239
72002,24,2020-11-13,0.239
72002,25,2020-11-14,0.24
72002,26,2020-11-15,0.243
72002,27,2020-11-16,0.247
72002,28,2020-11-17,0.253
72002,29,2020-11-18,0.26
72002,30,2020-11-19,0.269
72002,31,2020-11-20,0.278
72002,32,2020-11-21,0.288
72002,33,2020-11-22,0.299
72002,34,2020-11-23,0.31
72002,35,2020-11-24,0.321
72002,36,2020-11-25,0.332
72002,37,2020-11-26,0.342
72002,38,2020-11-27,0.351
72002,39,2020-11-28,0.36
72002,40,2020-11-29,0.369
72002,41,2020-11-30,0.377
72002,42,2020-12-01,0.385
72002,43,2020-12-02,0.394
72002,44,2020-12-03,0.403
72002,45,2020-12-04,0.413
72002,46,2020-12-05,0.424
72002,47,2020-12-06,0.435
72002,48,2020-12-07,0.447
72002,49,2020-12-08,0.459
72002,50,2020-12-09,0.472
72002,51,2020-12-10,0.486
72002,52,2020-12-11,0.5
72002,53,2020-12-12,0.515
72002,54,2020-12-13,0.53
72002,55,2020-12-14,0.544
72002,56,2020-12-15,0.559
72002,57,2020-12-16,0.573
72002,58,2020-12-17,0.588
72002,59,2020-12-18,0.602
72002,60,2020-12-19,0.616
72002,61,2020-12-20,0.63
72002,62,2020-12-21,0.645
72002,63,2020-12-22,0.659
72002,64,2020-12-23,0.675
72002,65,2020-12-24,0.69
72002,66,2020-12-25,0.705
72002,67,2020-12-26,0.719
72002,68,2020-12-27,0.732
72002,69,2020-12-28,0.744
72002,70,2020-12-29,0.756
72002,71,2020-12-30,0.766
72002,72,2020-12-31,0.776
72002,73,2021-01-01,0.784
72002,74,2021-01-02,0.791
72002,75,2021-01-03,0.796
72002,76,2021-01-04,0.8
72002,77,2021-01-05,0.804
72002,78,2021-01-06,0.807
72002,79,2021-01-07,0.809
72002,80,2021-01-08,0.812
72002,81,2021-01-09,0.814
72002,82,2021-01-10,0.815
72002,83,2021-01-11,0.815
72002,84,2021-01-12,0.813
72002,85,2021-01-13,0.809
72002,86,2021-01-14,0.805
72002,87,2021-01-15,0.801
72002,88,2021-01-16,0.796
72002,89,2021-01-17,0.79
72002,90,2021-01-18,0.785
72002,91,2021-01-19,0.779
72002,92,2021-01-20,0.774
72002,93,2021-01-21,0.769
72002,94,2021-01-22,0.766
72002,95,2021-01-23,0.765
72002,96,2021-01-24,0.765
72002,97,2021-01-25,0.765
72002,98,2021-01-26,0.764
72002,99,2021-01-27,0.763
72002,100,2021-01-28,0.76
72002,101,2021-01-29,0.756
72002,102,2021-01-30,0.751
72002,103,2021-01-31,0.745
72002,104,2021-02-01,0.736
72002,105,2021-02-02,0.726
72002,106,2021-02-03,0.713
72002,107,2021-02-04,0.696
72002,108,2021-02-05,0.675
72002,109,2021-02-06,0.649
72002,110,2021-02-07,0.619
72002,111,2021-02-08,0.586
72002,112,2021-02-09,0.552
72002,113,2021-02-10,0.516
72002,114,2021-02-11,0.479
72002,115,2021-02-12,0.442
72002,116,2021-02-13,0.405
72002,117,2021-02-14,0.369
72002,118,2021-02-15,0.336
72002,119,2021-02-16,0.307
72002,120,2021-02-17,0.283
72002,121,2021-02-18,0.264
72002,122,2021-02-19,0.248
72002,123,2021-02-20,0.235
72002,124,2021-02-21,0.223
72002,125,2021-02-22,0.213
72002,126,2021-02-23,0.205
72002,127,2021-02-24,0.198
72002,128,2021-02-25,0.192
72002,129,2021-02-26,0.188
72002,130,2021-02-27,0.184
72002,131,2021-02-28,0.181
72002,132,2021-03-01,0.178
72002,133,2021-03-02,0.176
72002,134,2021-03-03,0.175
72002,135,2021-03-04,0.174
72002,136,2021-03-05,0.173
72002,137,2021-03-06,0.172
72002,138,2021-03-07,0.171
72002,139,2021-03-08,0.17
72002,140,2021-03-09,0.168
72002,141,2021-03-10,0.165
72002,142,2021-03-11,0.163
72002,143,2021-03-12,0.16
72002,144,2021-03-13,0.157
72002,145,2021-03-14,0.154
72002,146,2021-03-15,0.151
72002,147,2021-03-16,0.149
72002,148,2021-03-17,0.147
72002,149,2021-03-18,0.146
72002,150,2021-03-19,0.146
72002,151,2021-03-20,0.145
72002,152,2021-03-21,0.146
72002,153,2021-03-22,0.147
72002,154,2021-03-23,0.148
72002,155,2021-03-24,0.149
72002,156,2021-03-25,0.15
72002,157,2021-03-26,0.152
72002,158,2021-03-27,0.153
72002,159,2021-03-28,0.154
72002,160,2021-03-29,0.154
72002,161,2021-03-30,0.154
72002,162,2021-03-31,0.153
72002,163,2021-04-01,0.152
72002,164,2021-04-02,0.15
72002,165,2021-04-03,0.148
72002,166,2021-04-04,0.145
72002,167,2021-04-05,0.142
72002,168,2021-04-06,0.139
72002,169,2021-04-07,0.136
72002,170,2021-04-08,0.133
72002,171,2021-04-09,0.13
72002,172,2021-04-10,0.128
72002,173,2021-04-11,0.125
72002,174,2021-04-12,0.124
72002,175,2021-04-13,0.122
72002,176,2021-04-14,0.121
72002,177,2021-04-15,0.121
72002,178,2021-04-16,0.12
72002,179,2021-04-17,0.12
72002,180,2021-04-18,0.121
72002,181,2021-04-19,0.122
72002,182,2021-04-20,0.123
72002,183,2021-04-21,0.124
72002,184,2021-04-22,0.126
72002,185,2021-04-23,0.128
72002,186,2021-04-24,0.13
72002,187,2021-04-25,0.132
72002,188,2021-04-26,0.134
72002,189,2021-04-27,0.135
72002,190,2021-04-28,0.136
72002,191,2021-04-29,0.136
72002,192,2021-04-30,0.135
72002,193,2021-05-01,0.134
72002,194,2021-05-02,0.132
72002,195,2021-05-03,0.129
72002,196,2021-05-04,0.126
72002,197,2021-05-05,0.124
72002,198,2021-05-06,0.122
72002,199,2021-05-07,0.12
72002,200,2021-05-08,0.119
72002,201,2021-05-09,0.119
72002,202,2021-05-10,0.119
72003,0,2020-10-20,0.174
72003,1,2020-10-21,0.173
72003,2,2020-10-22,0.173
72003,3,2020-10-23,0.174
72003,4,2020-10-24,0.175
72003,5,2020-10-25,0.178
72003,6,2020-10-26,0.183
72003,7,2020-10-27,0.188
72003,8,2020-10-28,0.195
72003,9,2020-10-29,0.203
72003,10,2020-10-30,0.212
72003,11,2020-10-31,0.221
72003,12,2020-11-01,0.231
72003,13,2020-11-02,0.239
72003,14,2020-11-03,0.248
72003,15,2020-11-04,0.255
72003,16,2020-11-05,0.261
72003,17,2020-11-06,0.266
72003,18,2020-11-07,0.271
72003,19,2020-11-08,0.277
72003,20,2020-11-09,0.283
72003,21,2020-11-10,0.291
72003,22,2020-11-11,0.3
72003,23,2020-11-12,0.313
72003,24,2020-11-13,0.328
72003,25,2020-11-14,0.346
72003,26,2020-11-15,0.366
72003,27,2020-11-16,0.387
72003,28,2020-11-17,0.408
72003,29,2020-11-18,0.428
72003,30,2020-11-19,0.448
72003,31,2020-11-20,0.466
72003,32,2020-11-21,0.484
72003,33,2020-11-22,0.501
72003,34,2020-11-23,0.516
72003,35,2020-11-24,0.529
72003,36,2020-11-25,0.542
72003,37,2020-11-26,0.554
72003,38,2020-11-27,0.568
72003,39,2020-11-28,0.584
72003,40,2020-11-29,0.602
72003,41,2020-11-30,0.62
72003,42,2020-12-01,0.638
72003,43,2020-12-02,0.656
72003,44,2020-12-03,0.673
72003,45,2020-12-04,0.689
72003,46,2020-12-05,0.704
72003,47,2020-12-06,0.718
72003,48,2020-12-07,0.73
72003,49,2020-12-08,0.74
72003,50,2020-12-09,0.748
72003,51,2020-12-10,0.753
72003,52,2020-12-11,0.757
72003,53,2020-12-12,0.761
72003,54,2020-12-13,0.764
72003,55,2020-12-14,0.766
72003,56,2020-12-15,0.768
72003,57,2020-12-16,0.77
72003,58,2020-12-17,0.772
72003,59,2020-12-18,0.774
72003,60,2020-12-19,0.776
72003,61,2020-12-20,0.779
72003,62,2020-12-21,0.781
72003,63,2020-12-22,0.785
72003,64,2020-12-23,0.79
72003,65,2020-12-24,0.795
72003,66,2020-12-25,0.801
72003,67,2020-12-26,0.807
72003,68,2020-12-27,0.813
72003,69,2020-12-28,0.819
72003,70,2020-12-29,0.825
72003,71,2020-12-30,0.831
72003,72,2020-12-31,0.836
72003,73,2021-01-01,0.841
72003,74,2021-01-02,0.846
72003,75,2021-01-03,0.849
72003,76,2021-01-04,0.851
72003,77,2021-01-05,0.853
72003,78,2021-01-06,0.855
72003,79,2021-01-07,0.857
72003,80,2021-01-08,0.858
72003,81,2021-01-09,0.859
72003,82,2021-01-10,0.859
72003,83,2021-01-11,0.855
72003,84,2021-01-12,0.846
72003,85,2021-01-13,0.834
72003,86,2021-01-14,0.819
72003,87,2021-01-15,0.802
72003,88,2021-01-16,0.784
72003,89,2021-01-17,0.765
72003,90,2021-01-18,0.746
72003,91,2021-01-19,0.726
72003,92,2021-01-20,0.706
72003,93,2021-01-21,0.687
72003,94,2021-01-22,0.671
72003,95,2021-01-23,0.66
72003,96,2021-01-24,0.653
72003,97,2021-01-25,0.647
72003,98,2021-01-26,0.642
72003,99,2021-01-27,0.637
72003,100,2021-01-28,0.632
72003,101,2021-01-29,0.627
72003,102,2021-01-30,0.621
72003,103,2021-01-31,0.613
72003,104,2021-02-01,0.605
72003,105,2021-02-02,0.594
72003,106,2021-02-03,0.583
72003,107,2021-02-04,0.568
72003,108,2021-02-05,0.552
72003,109,2021-02-06,0.533
72003,110,2021-02-07,0.512
72003,111,2021-02-08,0.49
72003,112,2021-02-09,0.467
72003,113,2021-02-10,0.442
72003,114,2021-02-11,0.417
72003,115,2021-02-12,0.392
72003,116,2021-02-13,0.368
72003,117,2021-02-14,0.347
72003,118,2021-02-15,0.327
72003,119,2021-02-16,0.311
72003,120,2021-02-17,0.299
72003,121,2021-02-18,0.289
72003,122,2021-02-19,0.282
72003,123,2021-02-20,0.276
72003,124,2021-02-21,0.272
72003,125,2021-02-22,0.268
72003,126,2021-02-23,0.265
72003,127,2021-02-24,0.262
72003,128,2021-02-25,0.258
72003,129,2021-02-26,0.253
72003,130,2021-02-27,0.247
72003,131,2021-02-28,0.241
72003,132,2021-03-01,0.233
72003,133,2021-03-02,0.226
72003,134,2021-03-03,0.219
72003,135,2021-03-04,0.213
72003,136,2021-03-05,0.208
72003,137,2021-03-06,0.203
72003,138,2021-03-07,0.199
72003,139,2021-03-08,0.195
72003,140,2021-03-09,0.192
72003,141,2021-03-10,0.19
72003,142,2021-03-11,0.187
72003,143,2021-03-12,0.185
72003,144,2021-03-13,0.183
72003,145,2021-03-14,0.18
72003,146,2021-03-15,0.178
72003,147,2021-03-16,0.176
72003,148,2021-03-17,0.174
72003,149,2021-03-18,0.172
72003,150,2021-03-19,0.17
72003,151,2021-03-20,0.169
72003,152,2021-03-21,0.167
72003,153,2021-03-22,0.166
72003,154,2021-03-23,0.166
72003,155,2021-03-24,0.167
72003,156,2021-03-25,0.168
72003,157,2021-03-26,0.168
72003,158,2021-03-27,0.169
72003,159,2021-03-28,0.17
72003,160,2021-03-29,0.171
72003,161,2021-03-30,0.172
72003,162,2021-03-31,0.173
72003,163,2021-04-01,0.173
72003,164,2021-04-02,0.173
72003,165,2021-04-03,0.172
72003,166,2021-04-04,0.17
72003,167,2021-04-05,0.168
72003,168,2021-04-06,0.166
72003,169,2021-04-07,0.164
72003,170,2021-04-08,0.161
72003,171,2021-04-09,0.158
72003,172,2021-04-10,0.155
72003,173,2021-04-11,0.153
72003,174,2021-04-12,0.15
72003,175,2021-04-13,0.148
72003,176,2021-04-14,0.146
72003,177,2021-04-15,0.144
72003,178,2021-04-16,0.143
72003,179,2021-04-17,0.142
72003,180,2021-04-18,0.142
72003,181,2021-04-19,0.142
72003,182,2021-04-20,0.142
72003,183,2021-04-21,0.143
72003,184,2021-04-22,0.144
72003,185,2021-04-23,0.146
72003,186,2021-04-24,0.147
72003,187,2021-04-25,0.149
72003,188,2021-04-26,0.151
72003,189,2021-04-27,0.152
72003,190,2021-04-28,0.154
72003,191,2021-04-29,0.155
72003,192,2021-04-30,0.155
72003,193,2021-05-01,0.155
72003,194,2021-05-02,0.153
72003,195,2021-05-03,0.15
72003,196,2021-05-04,0.147
72003,197,2021-05-05,0.144
72003,198,2021-05-06,0.142
72003,199,2021-05-07,0.14
72003,200,2021-05-08,0.138
72003,201,2021-05-09,0.137
72003,202,2021-05-10,0.136
72004,0,2020-10-20,0.22
72004,1,2020-10-21,0.209
72004,2,2020-10-22,0.2
72004,3,2020-10-23,0.192
72004,4,2020-10-24,0.186
72004,5,2020-10-25,0.182
72004,6,2020-10-26,0.179
72004,7,2020-10-27,0.177
72004,8,2020-10-28,0.176
72004,9,2020-10-29,0.176
72004,10,2020-10-30,0.176
72004,11,2020-10-31,0.177
72004,12,2020-11-01,0.179
72004,13,2020-11-02,0.181
72004,14,2020-11-03,0.183
72004,15,2020-11-04,0.186
72004,16,2020-11-05,0.19
72004,17,2020-11-06,0.195
72004,18,2020-11-07,0.202
72004,19,2020-11-08,0.211
72004,20,2020-11-09,0.222
72004,21,2020-11-10,0.236
72004,22,2020-11-11,0.252
72004,23,2020-11-12,0.272
72004,24,2020-11-13,0.294
72004,25,2020-11-14,0.319
72004,26,2020-11-15,0.345
72004,27,2020-11-16,0.373
72004,28,2020-11-17,0.403
72004,29,2020-11-18,0.433
72004,30,2020-11-19,0.463
72004,31,2020-11-20,0.493
72004,32,2020-11-21,0.523
72004,33,2020-11-22,0.553
72004,34,2020-11-23,0.583
72004,35,2020-11-24,0.613
72004,36,2020-11-25,0.642
72004,37,2020-11-26,0.67
72004,38,2020-11-27,0.696
72004,39,2020-11-28,0.721
72004,40,2020-11-29,0.745
72004,41,2020-11-30,0.766
72004,42,2020-12-01,0.785
72004,43,2020-12-02,0.801
72004,44,2020-12-03,0.813
72004,45,2020-12-04,0.822
72004,46,2020-12-05,0.829
72004,47,2020-12-06,0.833
72004,48,2020-12-07,0.836
72004,49,2020-12-08,0.839
72004,50,2020-12-09,0.84
72004,51,2020-12-10,0.841
72004,52,2020-12-11,0.842
72004,53,2020-12-12,0.843
72004,54,2020-12-13,0.845
72004,55,2020-12-14,0.847
72004,56,2020-12-15,0.849
72004,57,2020-12-16,0.852
72004,58,2020-12-17,0.855
72004,59,2020-12-18,0.858
72004,60,2020-12-19,0.86
72004,61,2020-12-20,0.863
72004,62,2020-12-21,0.865
72004,63,2020-12-22,0.868
72004,64,2020-12-23,0.871
72004,65,2020-12-24,0.873
72004,66,2020-12-25,0.875
72004,67,2020-12-26,0.878
72004,68,2020-12-27,0.88
72004,69,2020-12-28,0.882
72004,70,2020-12-29,0.884
72004,71,2020-12-30,0.886
72004,72,2020-12-31,0.888
72004,73,2021-01-01,0.889
72004,74,2021-01-02,0.891
72004,75,2021-01-03,0.892
72004,76,2021-01-04,0.893
72004,77,2021-01-05,0.893
72004,78,2021-01-06,0.894
72004,79,2021-01-07,0.894
72004,80,2021-01-08,0.895
72004,81,2021-01-09,0.895
72004,82,2021-01-10,0.895
72004,83,2021-01-11,0.892
72004,84,2021-01-12,0.888
72004,85,2021-01-13,0.881
72004,86,2021-01-14,0.873
72004,87,2021-01-15,0.865
72004,88,2021-01-16,0.857
72004,89,2021-01-17,0.849
72004,90,2021-01-18,0.84
72004,91,2021-01-19,0.831
72004,92,2021-01-20,0.822
72004,93,2021-01-21,0.813
72004,94,2021-01-22,0.806
72004,95,2021-01-23,0.8
72004,96,2021-01-24,0.796
72004,97,2021-01-25,0.791
72004,98,2021-01-26,0.784
72004,99,2021-01-27,0.775
72004,100,2021-01-28,0.763
72004,101,2021-01-29,0.749
72004,102,2021-01-30,0.735
72004,103,2021-01-31,0.72
72004,104,2021-02-01,0.705
72004,105,2021-02-02,0.689
72004,106,2021-02-03,0.672
72004,107,2021-02-04,0.655
72004,108,2021-02-05,0.636
72004,109,2021-02-06,0.618
72004,110,2021-02-07,0.599
72004,111,2021-02-08,0.581
72004,112,2021-02-09,0.561
72004,113,2021-02-10,0.538
72004,114,2021-02-11,0.513
72004,115,2021-02-12,0.486
72004,116,2021-02-13,0.459
72004,117,2021-02-14,0.434
72004,118,2021-02-15,0.41
72004,119,2021-02-16,0.388
72004,120,2021-02-17,0.369
72004,121,2021-02-18,0.352
72004,122,2021-02-19,0.338
72004,123,2021-02-20,0.325
72004,124,2021-02-21,0.313
72004,125,2021-02-22,0.303
72004,126,2021-02-23,0.295
72004,127,2021-02-24,0.286
72004,128,2021-02-25,0.276
72004,129,2021-02-26,0.265
72004,130,2021-02-27,0.254
72004,131,2021-02-28,0.241
72004,132,2021-03-01,0.229
72004,133,2021-03-02,0.217
72004,134,2021-03-03,0.206
72004,135,2021-03-04,0.197
72004,136,2021-03-05,0.191
72004,137,2021-03-06,0.185
72004,138,2021-03-07,0.181
72004,139,2021-03-08,0.178
72004,140,2021-03-09,0.176
72004,141,2021-03-10,0.174
72004,142,2021-03-11,0.173
72004,143,2021-03-12,0.172
72004,144,2021-03-13,0.171
72004,145,2021-03-14,0.169
72004,146,2021-03-15,0.168
72004,147,2021-03-16,0.167
72004,148,2021-03-17,0.165
72004,149,2021-03-18,0.163
72004,150,2021-03-19,0.16
72004,151,2021-03-20,0.158
72004,152,2021-03-21,0.155
72004,153,2021-03-22,0.154
72004,154,2021-03-23,0.153
72004,155,2021-03-24,0.153
72004,156,2021-03-25,0.154
72004,157,2021-03-26,0.155
72004,158,2021-03-27,0.155
72004,159,2021-03-28,0.156
72004,160,2021-03-29,0.157
72004,161,2021-03-30,0.158
72004,162,2021-03-31,0.158
72004,163,2021-04-01,0.158
72004,164,2021-04-02,0.156
72004,165,2021-04-03,0.152
72004,166,2021-04-04,0.148
72004,167,2021-04-05,0.143
72004,168,2021-04-06,0.138
72004,169,2021-04-07,0.134
72004,170,2021-04-08,0.13
72004,171,2021-04-09,0.127
72004,172,2021-04-10,0.124
72004,173,2021-04-11,0.121
72004,174,2021-04-12,0.12
72004,175,2021-04-13,0.119
72004,176,2021-04-14,0.118
72004,177,2021-04-15,0.118
72004,178,2021-04-16,0.118
72004,179,2021-04-17,0.119
72004,180,2021-04-18,0.119
72004,181,2021-04-19,0.119
72004,182,2021-04-20,0.119
72004,183,2021-04-21,0.12
72004,184,2021-04-22,0.121
72004,185,2021-04-23,0.122
72004,186,2021-04-24,0.123
72004,187,2021-04-25,0.124
72004,188,2021-04-26,0.126
72004,189,2021-04-27,0.128
72004,190,2021-04-28,0.13
72004,191,2021-04-29,0.132
72004,192,2021-04-30,0.134
72004,193,2021-05-01,0.135
72004,194,2021-05-02,0.134
72004,195,2021-05-03,0.132
72004,196,2021-05-04,0.129
72004,197,2021-05-05,0.126
72004,198,2021-05-06,0.123
72004,199,2021-05-07,0.121
72004,200,2021-05-08,0.118
72004,201,2021-05-09,0.116
72004,202,2021-05-10,0.114
72005,0,2020-10-20,0.17
72005,1,2020-10-21,0.166
72005,2,2020-10-22,0.163
72005,3,2020-10-23,0.161
72005,4,2020-10-24,0.161
72005,5,2020-10-25,0.161
72005,6,2020-10-26,0.163
72005,7,2020-10-27,0.165
72005,8,2020-10-28,0.169
72005,9,2020-10-29,0.174
72005,10,2020-10-30,0.18
72005,11,2020-10-31,0.185
72005,12,2020-11-01,0.191
72005,13,2020-11-02,0.196
72005,14,2020-11-03,0.201
72005,15,2020-11-04,0.204
72005,16,2020-11-05,0.207
72005,17,2020-11-06,0.209
72005,18,2020-11-07,0.21
72005,19,2020-11-08,0.212
72005,20,2020-11-09,0.213
72005,21,2020-11-10,0.215
72005,22,2020-11-11,0.218
72005,23,2020-11-12,0.223
72005,24,2020-11-13,0.229
72005,25,2020-11-14,0.236
72005,26,2020-11-15,0.245
72005,27,2020-11-16,0.256
72005,28,2020-11-17,0.268
72005,29,2020-11-18,0.28
72005,30,2020-11-19,0.293
72005,31,2020-11-20,0.305
72005,32,2020-11-21,0.318
72005,33,2020-11-22,0.329
72005,34,2020-11-23,0.34
72005,35,2020-11-24,0.351
72005,36,2020-11-25,0.36
72005,37,2020-11-26,0.369
72005,38,2020-11-27,0.377
72005,39,2020-11-28,0.385
72005,40,2020-11-29,0.392
72005,41,2020-11-30,0.399
72005,42,2020-12-01,0.405
72005,43,2020-12-02,0.411
72005,44,2020-12-03,0.416
72005,45,2020-12-04,0.421
72005,46,2020-12-05,0.425
72005,47,2020-12-06,0.429
72005,48,2020-12-07,0.434
72005,49,2020-12-08,0.438
72005,50,2020-12-09,0.443
72005,51,2020-12-10,0.448
72005,52,2020-12-11,0.454
72005,53,2020-12-12,0.461
72005,54,2020-12-13,0.468
72005,55,2020-12-14,0.477
72005,56,2020-12-15,0.485
72005,57,2020-12-16,0.494
72005,58,2020-12-17,0.503
72005,59,2020-12-18,0.512
72005,60,2020-12-19,0.519
