gfid,datenum,date,ndvi
52001,99,2021-01-27,0.774
52001,100,2021-01-28,0.777
52001,101,2021-01-29,0.778
52001,102,2021-01-30,0.779
52001,103,2021-01-31,0.779
52001,104,2021-02-01,0.778
52001,105,2021-02-02,0.776
52001,106,2021-02-03,0.774
52001,107,2021-02-04,0.772
52001,108,2021-02-05,0.771
52001,109,2021-02-06,0.77
52001,110,2021-02-07,0.771
52001,111,2021-02-08,0.772
52001,112,2021-02-09,0.775
52001,113,2021-02-10,0.779
52001,114,2021-02-11,0.783
52001,115,2021-02-12,0.789
52001,116,2021-02-13,0.796
52001,117,2021-02-14,0.803
52001,118,2021-02-15,0.81
52001,119,2021-02-16,0.817
52001,120,2021-02-17,0.824
52001,121,2021-02-18,0.831
52001,122,2021-02-19,0.837
52001,123,2021-02-20,0.843
52001,124,2021-02-21,0.848
52001,125,2021-02-22,0.852
52001,126,2021-02-23,0.855
52001,127,2021-02-24,0.858
52001,128,2021-02-25,0.859
52001,129,2021-02-26,0.859
52001,130,2021-02-27,0.857
52001,131,2021-02-28,0.854
52001,132,2021-03-01,0.851
52001,133,2021-03-02,0.847
52001,134,2021-03-03,0.843
52001,135,2021-03-04,0.839
52001,136,2021-03-05,0.834
52001,137,2021-03-06,0.83
52001,138,2021-03-07,0.825
52001,139,2021-03-08,0.821
52001,140,2021-03-09,0.818
52001,141,2021-03-10,0.816
52001,142,2021-03-11,0.813
52001,143,2021-03-12,0.81
52001,144,2021-03-13,0.807
52001,145,2021-03-14,0.802
52001,146,2021-03-15,0.797
52001,147,2021-03-16,0.79
52001,148,2021-03-17,0.78
52001,149,2021-03-18,0.765
52001,150,2021-03-19,0.744
52001,151,2021-03-20,0.718
52001,152,2021-03-21,0.686
52001,153,2021-03-22,0.648
52001,154,2021-03-23,0.607
52001,155,2021-03-24,0.561
52001,156,2021-03-25,0.515
52001,157,2021-03-26,0.468
52001,158,2021-03-27,0.423
52001,159,2021-03-28,0.38
52001,160,2021-03-29,0.342
52001,161,2021-03-30,0.309
52001,162,2021-03-31,0.281
52001,163,2021-04-01,0.259
52001,164,2021-04-02,0.241
52001,165,2021-04-03,0.227
52001,166,2021-04-04,0.217
52001,167,2021-04-05,0.208
52001,168,2021-04-06,0.2
52001,169,2021-04-07,0.192
52001,170,2021-04-08,0.185
52001,171,2021-04-09,0.177
52001,172,2021-04-10,0.17
52001,173,2021-04-11,0.163
52001,174,2021-04-12,0.157
52001,175,2021-04-13,0.152
52001,176,2021-04-14,0.147
52001,177,2021-04-15,0.142
52001,178,2021-04-16,0.138
52001,179,2021-04-17,0.133
52001,180,2021-04-18,0.129
52001,181,2021-04-19,0.126
52001,182,2021-04-20,0.122
52001,183,2021-04-21,0.119
52001,184,2021-04-22,0.116
52001,185,2021-04-23,0.114
52001,186,2021-04-24,0.111
52001,187,2021-04-25,0.11
52001,188,2021-04-26,0.108
52001,189,2021-04-27,0.107
52001,190,2021-04-28,0.107
52001,191,2021-04-29,0.106
52002,0,2020-10-20,0.279
52002,1,2020-10-21,0.265
52002,2,2020-10-22,0.252
52002,3,2020-10-23,0.24
52002,4,2020-10-24,0.227
52002,5,2020-10-25,0.214
52002,6,2020-10-26,0.201
52002,7,2020-10-27,0.188
52002,8,2020-10-28,0.176
52002,9,2020-10-29,0.165
52002,10,2020-10-30,0.156
52002,11,2020-10-31,0.147
52002,12,2020-11-01,0.139
52002,13,2020-11-02,0.133
52002,14,2020-11-03,0.128
52002,15,2020-11-04,0.124
52002,16,2020-11-05,0.12
52002,17,2020-11-06,0.118
52002,18,2020-11-07,0.116
52002,19,2020-11-08,0.115
52002,20,2020-11-09,0.114
52002,21,2020-11-10,0.115
52002,22,2020-11-11,0.116
52002,23,2020-11-12,0.118
52002,24,2020-11-13,0.121
52002,25,2020-11-14,0.124
52002,26,2020-11-15,0.128
52002,27,2020-11-16,0.132
52002,28,2020-11-17,0.138
52002,29,2020-11-18,0.143
52002,30,2020-11-19,0.149
52002,31,2020-11-20,0.156
52002,32,2020-11-21,0.163
52002,33,2020-11-22,0.17
52002,34,2020-11-23,0.178
52002,35,2020-11-24,0.186
52002,36,2020-11-25,0.195
52002,37,2020-11-26,0.206
52002,38,2020-11-27,0.219
52002,39,2020-11-28,0.234
52002,40,2020-11-29,0.252
52002,41,2020-11-30,0.273
52002,42,2020-12-01,0.298
52002,43,2020-12-02,0.324
52002,44,2020-12-03,0.353
52002,45,2020-12-04,0.384
52002,46,2020-12-05,0.414
52002,47,2020-12-06,0.444
52002,48,2020-12-07,0.472
52002,49,2020-12-08,0.498
52002,50,2020-12-09,0.521
52002,51,2020-12-10,0.541
52002,52,2020-12-11,0.559
52002,53,2020-12-12,0.576
52002,54,2020-12-13,0.592
52002,55,2020-12-14,0.607
52002,56,2020-12-15,0.622
52002,57,2020-12-16,0.635
52002,58,2020-12-17,0.647
52002,59,2020-12-18,0.659
52002,60,2020-12-19,0.67
52002,61,2020-12-20,0.681
52002,62,2020-12-21,0.692
52002,63,2020-12-22,0.701
52002,64,2020-12-23,0.707
52002,65,2020-12-24,0.71
52002,66,2020-12-25,0.711
52002,67,2020-12-26,0.711
52002,68,2020-12-27,0.71
52002,69,2020-12-28,0.71
52002,70,2020-12-29,0.71
52002,71,2020-12-30,0.71
52002,72,2020-12-31,0.71
52002,73,2021-01-01,0.71
52002,74,2021-01-02,0.709
52002,75,2021-01-03,0.709
52002,76,2021-01-04,0.709
52002,77,2021-01-05,0.709
52002,78,2021-01-06,0.709
52002,79,2021-01-07,0.708
52002,80,2021-01-08,0.708
52002,81,2021-01-09,0.708
52002,82,2021-01-10,0.708
52002,83,2021-01-11,0.708
52002,84,2021-01-12,0.708
52002,85,2021-01-13,0.707
52002,86,2021-01-14,0.707
52002,87,2021-01-15,0.707
52002,88,2021-01-16,0.707
52002,89,2021-01-17,0.707
52002,90,2021-01-18,0.707
52002,91,2021-01-19,0.707
52002,92,2021-01-20,0.707
52002,93,2021-01-21,0.708
52002,94,2021-01-22,0.708
52002,95,2021-01-23,0.708
52002,96,2021-01-24,0.709
52002,97,2021-01-25,0.71
52002,98,2021-01-26,0.711
52002,99,2021-01-27,0.712
52002,100,2021-01-28,0.713
52002,101,2021-01-29,0.714
52002,102,2021-01-30,0.717
52002,103,2021-01-31,0.723
52002,104,2021-02-01,0.732
52002,105,2021-02-02,0.745
52002,106,2021-02-03,0.759
52002,107,2021-02-04,0.774
52002,108,2021-02-05,0.789
52002,109,2021-02-06,0.804
52002,110,2021-02-07,0.82
52002,111,2021-02-08,0.835
52002,112,2021-02-09,0.851
52002,113,2021-02-10,0.865
52002,114,2021-02-11,0.876
52002,115,2021-02-12,0.884
52002,116,2021-02-13,0.888
52002,117,2021-02-14,0.89
52002,118,2021-02-15,0.892
52002,119,2021-02-16,0.893
52002,120,2021-02-17,0.894
52002,121,2021-02-18,0.894
52002,122,2021-02-19,0.894
52002,123,2021-02-20,0.894
52002,124,2021-02-21,0.893
52002,125,2021-02-22,0.892
52002,126,2021-02-23,0.891
52002,127,2021-02-24,0.889
52002,128,2021-02-25,0.887
52002,129,2021-02-26,0.885
52002,130,2021-02-27,0.882
52002,131,2021-02-28,0.878
52002,132,2021-03-01,0.874
52002,133,2021-03-02,0.869
52002,134,2021-03-03,0.863
52002,135,2021-03-04,0.857
52002,136,2021-03-05,0.849
52002,137,2021-03-06,0.842
52002,138,2021-03-07,0.834
52002,139,2021-03-08,0.827
52002,140,2021-03-09,0.819
52002,141,2021-03-10,0.812
52002,142,2021-03-11,0.805
52002,143,2021-03-12,0.799
52002,144,2021-03-13,0.794
52002,145,2021-03-14,0.788
52002,146,2021-03-15,0.784
52002,147,2021-03-16,0.778
52002,148,2021-03-17,0.77
52002,149,2021-03-18,0.757
52002,150,2021-03-19,0.74
52002,151,2021-03-20,0.718
52002,152,2021-03-21,0.69
52002,153,2021-03-22,0.658
52002,154,2021-03-23,0.622
52002,155,2021-03-24,0.583
52002,156,2021-03-25,0.542
52002,157,2021-03-26,0.502
52002,158,2021-03-27,0.462
52002,159,2021-03-28,0.426
52002,160,2021-03-29,0.394
52002,161,2021-03-30,0.366
52002,162,2021-03-31,0.343
52002,163,2021-04-01,0.323
52002,164,2021-04-02,0.307
52002,165,2021-04-03,0.293
52002,166,2021-04-04,0.281
52002,167,2021-04-05,0.269
52002,168,2021-04-06,0.257
52002,169,2021-04-07,0.244
52002,170,2021-04-08,0.232
52002,171,2021-04-09,0.219
52002,172,2021-04-10,0.207
52002,173,2021-04-11,0.197
52002,174,2021-04-12,0.189
52002,175,2021-04-13,0.183
52002,176,2021-04-14,0.18
52002,177,2021-04-15,0.178
52002,178,2021-04-16,0.177
52002,179,2021-04-17,0.176
52002,180,2021-04-18,0.177
52002,181,2021-04-19,0.178
52002,182,2021-04-20,0.178
52002,183,2021-04-21,0.178
52002,184,2021-04-22,0.176
52002,185,2021-04-23,0.173
52002,186,2021-04-24,0.169
52002,187,2021-04-25,0.165
52002,188,2021-04-26,0.163
52002,189,2021-04-27,0.161
52002,190,2021-04-28,0.16
52002,191,2021-04-29,0.159
52003,0,2020-10-20,0.56
52003,1,2020-10-21,0.516
52003,2,2020-10-22,0.474
52003,3,2020-10-23,0.434
52003,4,2020-10-24,0.395
52003,5,2020-10-25,0.36
52003,6,2020-10-26,0.326
52003,7,2020-10-27,0.296
52003,8,2020-10-28,0.271
52003,9,2020-10-29,0.252
52003,10,2020-10-30,0.242
52003,11,2020-10-31,0.237
52003,12,2020-11-01,0.234
52003,13,2020-11-02,0.229
52003,14,2020-11-03,0.224
52003,15,2020-11-04,0.218
52003,16,2020-11-05,0.212
52003,17,2020-11-06,0.205
52003,18,2020-11-07,0.199
52003,19,2020-11-08,0.193
52003,20,2020-11-09,0.189
52003,21,2020-11-10,0.185
52003,22,2020-11-11,0.182
52003,23,2020-11-12,0.179
52003,24,2020-11-13,0.179
52003,25,2020-11-14,0.179
52003,26,2020-11-15,0.18
52003,27,2020-11-16,0.182
52003,28,2020-11-17,0.184
52003,29,2020-11-18,0.186
52003,30,2020-11-19,0.189
52003,31,2020-11-20,0.192
52003,32,2020-11-21,0.195
52003,33,2020-11-22,0.198
52003,34,2020-11-23,0.202
52003,35,2020-11-24,0.205
52003,36,2020-11-25,0.209
52003,37,2020-11-26,0.213
52003,38,2020-11-27,0.219
52003,39,2020-11-28,0.226
52003,40,2020-11-29,0.234
52003,41,2020-11-30,0.244
52003,42,2020-12-01,0.256
52003,43,2020-12-02,0.271
52003,44,2020-12-03,0.286
52003,45,2020-12-04,0.304
52003,46,2020-12-05,0.322
52003,47,2020-12-06,0.341
52003,48,2020-12-07,0.36
52003,49,2020-12-08,0.379
52003,50,2020-12-09,0.398
52003,51,2020-12-10,0.415
52003,52,2020-12-11,0.431
52003,53,2020-12-12,0.446
52003,54,2020-12-13,0.459
52003,55,2020-12-14,0.471
52003,56,2020-12-15,0.481
52003,57,2020-12-16,0.49
52003,58,2020-12-17,0.498
52003,59,2020-12-18,0.505
52003,60,2020-12-19,0.511
52003,61,2020-12-20,0.515
52003,62,2020-12-21,0.519
52003,63,2020-12-22,0.522
52003,64,2020-12-23,0.525
52003,65,2020-12-24,0.526
52003,66,2020-12-25,0.528
52003,67,2020-12-26,0.529
52003,68,2020-12-27,0.53
52003,69,2020-12-28,0.531
52003,70,2020-12-29,0.532
52003,71,2020-12-30,0.533
52003,72,2020-12-31,0.534
52003,73,2021-01-01,0.535
52003,74,2021-01-02,0.536
52003,75,2021-01-03,0.537
52003,76,2021-01-04,0.539
52003,77,2021-01-05,0.54
52003,78,2021-01-06,0.541
52003,79,2021-01-07,0.543
52003,80,2021-01-08,0.545
52003,81,2021-01-09,0.547
52003,82,2021-01-10,0.549
52003,83,2021-01-11,0.551
52003,84,2021-01-12,0.553
52003,85,2021-01-13,0.556
52003,86,2021-01-14,0.559
52003,87,2021-01-15,0.563
52003,88,2021-01-16,0.569
52003,89,2021-01-17,0.577
52003,90,2021-01-18,0.588
52003,91,2021-01-19,0.602
52003,92,2021-01-20,0.619
52003,93,2021-01-21,0.638
52003,94,2021-01-22,0.66
52003,95,2021-01-23,0.683
52003,96,2021-01-24,0.707
52003,97,2021-01-25,0.73
52003,98,2021-01-26,0.752
52003,99,2021-01-27,0.771
52003,100,2021-01-28,0.789
52003,101,2021-01-29,0.803
52003,102,2021-01-30,0.814
52003,103,2021-01-31,0.821
52003,104,2021-02-01,0.826
52003,105,2021-02-02,0.828
52003,106,2021-02-03,0.828
52003,107,2021-02-04,0.828
52003,108,2021-02-05,0.828
52003,109,2021-02-06,0.828
52003,110,2021-02-07,0.828
52003,111,2021-02-08,0.829
52003,112,2021-02-09,0.83
52003,113,2021-02-10,0.831
52003,114,2021-02-11,0.833
52003,115,2021-02-12,0.835
52003,116,2021-02-13,0.838
52003,117,2021-02-14,0.841
52003,118,2021-02-15,0.844
52003,119,2021-02-16,0.848
52003,120,2021-02-17,0.852
52003,121,2021-02-18,0.856
52003,122,2021-02-19,0.86
52003,123,2021-02-20,0.865
52003,124,2021-02-21,0.869
52003,125,2021-02-22,0.874
52003,126,2021-02-23,0.879
52003,127,2021-02-24,0.883
52003,128,2021-02-25,0.885
52003,129,2021-02-26,0.885
52003,130,2021-02-27,0.884
52003,131,2021-02-28,0.882
52003,132,2021-03-01,0.879
52003,133,2021-03-02,0.876
52003,134,2021-03-03,0.872
52003,135,2021-03-04,0.868
52003,136,2021-03-05,0.863
52003,137,2021-03-06,0.858
52003,138,2021-03-07,0.853
52003,139,2021-03-08,0.848
52003,140,2021-03-09,0.844
52003,141,2021-03-10,0.841
52003,142,2021-03-11,0.837
52003,143,2021-03-12,0.834
52003,144,2021-03-13,0.83
52003,145,2021-03-14,0.826
52003,146,2021-03-15,0.821
52003,147,2021-03-16,0.814
52003,148,2021-03-17,0.804
52003,149,2021-03-18,0.789
52003,150,2021-03-19,0.77
52003,151,2021-03-20,0.744
52003,152,2021-03-21,0.713
52003,153,2021-03-22,0.677
52003,154,2021-03-23,0.637
52003,155,2021-03-24,0.593
52003,156,2021-03-25,0.549
52003,157,2021-03-26,0.505
52003,158,2021-03-27,0.463
52003,159,2021-03-28,0.424
52003,160,2021-03-29,0.391
52003,161,2021-03-30,0.363
52003,162,2021-03-31,0.341
52003,163,2021-04-01,0.323
52003,164,2021-04-02,0.309
52003,165,2021-04-03,0.297
52003,166,2021-04-04,0.288
52003,167,2021-04-05,0.279
52003,168,2021-04-06,0.27
52003,169,2021-04-07,0.261
52003,170,2021-04-08,0.251
52003,171,2021-04-09,0.241
52003,172,2021-04-10,0.23
52003,173,2021-04-11,0.22
52003,174,2021-04-12,0.211
52003,175,2021-04-13,0.204
52003,176,2021-04-14,0.199
52003,177,2021-04-15,0.195
52003,178,2021-04-16,0.19
52003,179,2021-04-17,0.186
52003,180,2021-04-18,0.183
52003,181,2021-04-19,0.179
52003,182,2021-04-20,0.175
52003,183,2021-04-21,0.172
52003,184,2021-04-22,0.169
52003,185,2021-04-23,0.166
52003,186,2021-04-24,0.164
52003,187,2021-04-25,0.161
52003,188,2021-04-26,0.159
52003,189,2021-04-27,0.157
52003,190,2021-04-28,0.155
52003,191,2021-04-29,0.153
52003,192,2021-04-30,0.151
52003,193,2021-05-01,0.15
52003,194,2021-05-02,0.149
52003,195,2021-05-03,0.148
52003,196,2021-05-04,0.147
52003,197,2021-05-05,0.146
52003,198,2021-05-06,0.146
52003,199,2021-05-07,0.146
52003,200,2021-05-08,0.147
52003,201,2021-05-09,0.148
52003,202,2021-05-10,0.149
52004,0,2020-10-20,0.148
52004,1,2020-10-21,0.152
52004,2,2020-10-22,0.155
52004,3,2020-10-23,0.157
52004,4,2020-10-24,0.157
52004,5,2020-10-25,0.154
52004,6,2020-10-26,0.148
52004,7,2020-10-27,0.143
52004,8,2020-10-28,0.137
52004,9,2020-10-29,0.132
52004,10,2020-10-30,0.128
52004,11,2020-10-31,0.125
52004,12,2020-11-01,0.123
52004,13,2020-11-02,0.121
52004,14,2020-11-03,0.12
52004,15,2020-11-04,0.12
52004,16,2020-11-05,0.12
52004,17,2020-11-06,0.121
52004,18,2020-11-07,0.122
52004,19,2020-11-08,0.123
52004,20,2020-11-09,0.124
52004,21,2020-11-10,0.126
52004,22,2020-11-11,0.129
52004,23,2020-11-12,0.132
52004,24,2020-11-13,0.136
52004,25,2020-11-14,0.142
52004,26,2020-11-15,0.148
52004,27,2020-11-16,0.155
52004,28,2020-11-17,0.164
52004,29,2020-11-18,0.173
52004,30,2020-11-19,0.182
52004,31,2020-11-20,0.193
52004,32,2020-11-21,0.204
52004,33,2020-11-22,0.216
52004,34,2020-11-23,0.228
52004,35,2020-11-24,0.241
52004,36,2020-11-25,0.255
52004,37,2020-11-26,0.27
52004,38,2020-11-27,0.286
52004,39,2020-11-28,0.304
52004,40,2020-11-29,0.323
52004,41,2020-11-30,0.344
52004,42,2020-12-01,0.366
52004,43,2020-12-02,0.389
52004,44,2020-12-03,0.413
52004,45,2020-12-04,0.438
52004,46,2020-12-05,0.462
52004,47,2020-12-06,0.485
52004,48,2020-12-07,0.508
52004,49,2020-12-08,0.529
52004,50,2020-12-09,0.549
52004,51,2020-12-10,0.566
52004,52,2020-12-11,0.581
52004,53,2020-12-12,0.594
52004,54,2020-12-13,0.605
52004,55,2020-12-14,0.614
52004,56,2020-12-15,0.622
52004,57,2020-12-16,0.627
52004,58,2020-12-17,0.632
52004,59,2020-12-18,0.634
52004,60,2020-12-19,0.636
52004,61,2020-12-20,0.636
52004,62,2020-12-21,0.635
52004,63,2020-12-22,0.633
52004,64,2020-12-23,0.629
52004,65,2020-12-24,0.625
52004,66,2020-12-25,0.619
52004,67,2020-12-26,0.613
52004,68,2020-12-27,0.606
52004,69,2020-12-28,0.6
52004,70,2020-12-29,0.593
52004,71,2020-12-30,0.588
52004,72,2020-12-31,0.583
52004,73,2021-01-01,0.578
52004,74,2021-01-02,0.574
52004,75,2021-01-03,0.571
52004,76,2021-01-04,0.569
52004,77,2021-01-05,0.567
52004,78,2021-01-06,0.566
52004,79,2021-01-07,0.566
52004,80,2021-01-08,0.566
52004,81,2021-01-09,0.567
52004,82,2021-01-10,0.567
52004,83,2021-01-11,0.568
52004,84,2021-01-12,0.57
52004,85,2021-01-13,0.571
52004,86,2021-01-14,0.572
52004,87,2021-01-15,0.574
52004,88,2021-01-16,0.578
52004,89,2021-01-17,0.585
52004,90,2021-01-18,0.596
52004,91,2021-01-19,0.609
52004,92,2021-01-20,0.627
52004,93,2021-01-21,0.647
52004,94,2021-01-22,0.67
52004,95,2021-01-23,0.695
52004,96,2021-01-24,0.72
52004,97,2021-01-25,0.745
52004,98,2021-01-26,0.77
52004,99,2021-01-27,0.792
52004,100,2021-01-28,0.811
52004,101,2021-01-29,0.827
52004,102,2021-01-30,0.839
52004,103,2021-01-31,0.846
52004,104,2021-02-01,0.85
52004,105,2021-02-02,0.851
52004,106,2021-02-03,0.85
52004,107,2021-02-04,0.848
52004,108,2021-02-05,0.846
52004,109,2021-02-06,0.845
52004,110,2021-02-07,0.843
52004,111,2021-02-08,0.842
52004,112,2021-02-09,0.841
52004,113,2021-02-10,0.841
52004,114,2021-02-11,0.841
52004,115,2021-02-12,0.843
52004,116,2021-02-13,0.845
52004,117,2021-02-14,0.847
52004,118,2021-02-15,0.85
52004,119,2021-02-16,0.853
52004,120,2021-02-17,0.857
52004,121,2021-02-18,0.86
52004,122,2021-02-19,0.864
52004,123,2021-02-20,0.867
52004,124,2021-02-21,0.871
52004,125,2021-02-22,0.875
52004,126,2021-02-23,0.879
52004,127,2021-02-24,0.882
52004,128,2021-02-25,0.883
52004,129,2021-02-26,0.884
52004,130,2021-02-27,0.882
52004,131,2021-02-28,0.88
52004,132,2021-03-01,0.878
52004,133,2021-03-02,0.875
52004,134,2021-03-03,0.871
52004,135,2021-03-04,0.867
52004,136,2021-03-05,0.863
52004,137,2021-03-06,0.858
52004,138,2021-03-07,0.852
52004,139,2021-03-08,0.847
52004,140,2021-03-09,0.843
52004,141,2021-03-10,0.839
52004,142,2021-03-11,0.835
52004,143,2021-03-12,0.83
52004,144,2021-03-13,0.826
52004,145,2021-03-14,0.821
52004,146,2021-03-15,0.815
52004,147,2021-03-16,0.808
52004,148,2021-03-17,0.798
52004,149,2021-03-18,0.783
52004,150,2021-03-19,0.762
52004,151,2021-03-20,0.736
52004,152,2021-03-21,0.704
52004,153,2021-03-22,0.666
52004,154,2021-03-23,0.623
52004,155,2021-03-24,0.577
52004,156,2021-03-25,0.53
52004,157,2021-03-26,0.483
52004,158,2021-03-27,0.438
52004,159,2021-03-28,0.396
52004,160,2021-03-29,0.359
52004,161,2021-03-30,0.327
52004,162,2021-03-31,0.301
52004,163,2021-04-01,0.281
52004,164,2021-04-02,0.265
52004,165,2021-04-03,0.253
52004,166,2021-04-04,0.245
52004,167,2021-04-05,0.237
52004,168,2021-04-06,0.23
52004,169,2021-04-07,0.222
52004,170,2021-04-08,0.214
52004,171,2021-04-09,0.206
52004,172,2021-04-10,0.198
52004,173,2021-04-11,0.19
52004,174,2021-04-12,0.183
52004,175,2021-04-13,0.176
52004,176,2021-04-14,0.171
52004,177,2021-04-15,0.166
52004,178,2021-04-16,0.161
52004,179,2021-04-17,0.156
52004,180,2021-04-18,0.151
52004,181,2021-04-19,0.147
52004,182,2021-04-20,0.142
52004,183,2021-04-21,0.138
52004,184,2021-04-22,0.134
52004,185,2021-04-23,0.13
52004,186,2021-04-24,0.127
52004,187,2021-04-25,0.123
52004,188,2021-04-26,0.12
52004,189,2021-04-27,0.117
52004,190,2021-04-28,0.114
52004,191,2021-04-29,0.112
52004,192,2021-04-30,0.109
52004,193,2021-05-01,0.107
52004,194,2021-05-02,0.105
52004,195,2021-05-03,0.104
52004,196,2021-05-04,0.102
52004,197,2021-05-05,0.101
52004,198,2021-05-06,0.102
52004,199,2021-05-07,0.104
52004,200,2021-05-08,0.107
52004,201,2021-05-09,0.113
52004,202,2021-05-10,0.117
52005,0,2020-10-20,0.597
52005,1,2020-10-21,0.551
52005,2,2020-10-22,0.508
52005,3,2020-10-23,0.466
52005,4,2020-10-24,0.426
52005,5,2020-10-25,0.388
52005,6,2020-10-26,0.352
52005,7,2020-10-27,0.318
52005,8,2020-10-28,0.288
52005,9,2020-10-29,0.266
52005,10,2020-10-30,0.251
52005,11,2020-10-31,0.243
52005,12,2020-11-01,0.237
52005,13,2020-11-02,0.231
52005,14,2020-11-03,0.224
52005,15,2020-11-04,0.216
52005,16,2020-11-05,0.207
52005,17,2020-11-06,0.198
52005,18,2020-11-07,0.19
52005,19,2020-11-08,0.183
52005,20,2020-11-09,0.179
52005,21,2020-11-10,0.177
52005,22,2020-11-11,0.177
52005,23,2020-11-12,0.178
52005,24,2020-11-13,0.18
52005,25,2020-11-14,0.183
52005,26,2020-11-15,0.187
52005,27,2020-11-16,0.191
52005,28,2020-11-17,0.196
52005,29,2020-11-18,0.201
52005,30,2020-11-19,0.206
52005,31,2020-11-20,0.212
52005,32,2020-11-21,0.217
52005,33,2020-11-22,0.222
52005,34,2020-11-23,0.228
52005,35,2020-11-24,0.234
52005,36,2020-11-25,0.239
52005,37,2020-11-26,0.246
52005,38,2020-11-27,0.254
52005,39,2020-11-28,0.262
52005,40,2020-11-29,0.273
52005,41,2020-11-30,0.285
52005,42,2020-12-01,0.299
52005,43,2020-12-02,0.314
52005,44,2020-12-03,0.331
52005,45,2020-12-04,0.349
52005,46,2020-12-05,0.367
52005,47,2020-12-06,0.385
52005,48,2020-12-07,0.403
52005,49,2020-12-08,0.421
52005,50,2020-12-09,0.438
52005,51,2020-12-10,0.453
52005,52,2020-12-11,0.467
52005,53,2020-12-12,0.48
52005,54,2020-12-13,0.491
52005,55,2020-12-14,0.5
52005,56,2020-12-15,0.508
52005,57,2020-12-16,0.515
52005,58,2020-12-17,0.52
52005,59,2020-12-18,0.525
52005,60,2020-12-19,0.53
52005,61,2020-12-20,0.533
52005,62,2020-12-21,0.535
52005,63,2020-12-22,0.537
52005,64,2020-12-23,0.539
52005,65,2020-12-24,0.54
52005,66,2020-12-25,0.54
52005,67,2020-12-26,0.541
52005,68,2020-12-27,0.541
52005,69,2020-12-28,0.542
52005,70,2020-12-29,0.542
52005,71,2020-12-30,0.543
52005,72,2020-12-31,0.544
52005,73,2021-01-01,0.544
52005,74,2021-01-02,0.545
52005,75,2021-01-03,0.546
52005,76,2021-01-04,0.546
52005,77,2021-01-05,0.547
52005,78,2021-01-06,0.548
52005,79,2021-01-07,0.549
52005,80,2021-01-08,0.551
52005,81,2021-01-09,0.552
52005,82,2021-01-10,0.554
